en,fr,it,de,es,ko,kana
Go-Goggles,Lunettes Sable,Occhialoni,Wüstenbrillen,Gafas Aislantes,고고고글,ゴーゴーゴーグル
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Keys to Room 1,Clés Salle 1,Chiavi stanza 1,R1-Schlüssel,Ll. Habitación 1,1호실열쇠,１ごうしつのカギ
Keys to Room 2,Clés Salle 2,Chiavi stanza 2,R2-Schlüssel,Ll. Habitación 2,2호실열쇠,２ごうしつのカギ
Keys to Room 4,Clés Salle 4,Chiavi stanza 4,R4-Schlüssel,Ll. Habitación 4,4호실열쇠,４ごうしつのカギ
Keys to Room 6,Clés Salle 6,Chiavi stanza 6,R6-Schlüssel,Ll. Habitación 6,6호실열쇠,６ごうしつのカギ
Storage Keys,Clés Stockage,Chiavi magazzino,Lagerschlüssel,Llaves Almacén,창고열쇠,そうこのカギ
Devon Scopes,Devon Scopes,Devonscopi,Devon-Scopes,Detectores Devon,데봉스코프,デボンスコープ
S.S. Tickets,Passes Bateau,Biglietti nave,Bootstickets,Tickets Barco,승선티켓,ふねのチケット
HM07s,CS07,MN07,VM07,MO07,비전머신07,ひでんマシン０７
Devon Scuba Gear,Plongeurs Devon,Maschere Devon,Devon-Atemgeräte,Bombonas Devon,데봉봄베,デボンボンベ
Contest Costumes,Costumes Live,Costumi Live,Live-Anzüge,Trajes de Gala,라이브슈트,ライブスーツ
Contest Costumes,Robes Live,Vestiti Live,Live-Kleider,Vestidos de Gala,라이브드레스,ライブドレス
Magma Suits,Scaph. Magma,Tute Magma,Magma-Anzüge,Trajes Magma,마그마슈트,マグマスーツ
Aqua Suits,Scaphandres Aqua,Tute Idro,Aqua-Anzüge,Trajes Aqua,아쿠아슈트,アクアスーツ
Pair of Tickets,Tickets Duo,Biglietti doppi,Zweiertickets,Entradas para dos,페어티켓,ペアチケット
Mega Bracelets,Méga-Bracelets,Megabracciali,Mega-Armreife,Megapulseras,메가뱅글,メガバングル
Mega Pendants,Méga-Pendentifs,Megapendenti,Mega-Anhänger,Megacollares,메가펜던트,メガペンダント
Mega Glasses,Méga-Lunettes,Megaocchiali,Mega-Brillen,Megagafas,메가글라스,メガメガネ
Mega Anchors,Méga-Ancres,Megaancore,Mega-Anker,Megaanclas,메가앵커,メガイカリ
Mega Stickpins,Méga-Pin’s,Megaspille,Mega-Anstecker,Megabroches,메가라펠핀,メガラペルピン
Mega Tiaras,Méga-Tiares,Megadiademi,Mega-Diademe,Megatiaras,메가티아러,メガティアラ
Mega Anklets,Méga-Grèves,Megagambali,Mega-Beinreife,Megatobilleras,메가앵클릿,メガアンクレット
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Swampertites,Laggronites,Swampertiti,Sumpexnite,Swampertitas,대짱이나이트,ラグラージナイト
Sceptilites,Jungkites,Sceptiliti,Gewaldronite,Sceptilitas,나무킹나이트,ジュカインナイト
Sablenites,Ténéfixites,Sableyiti,Zobirisnite,Sableynitas,깜까미나이트,ヤミラミナイト
Altarianites,Altarites,Altariti,Altarianite,Altarianitas,파비코리나이트,チルタリスナイト
Galladites,Gallamites,Galladiti,Galagladinite,Galladitas,엘레이드나이트,エルレイドナイト
Audinites,Nanméouïtes,Audiniti,Ohrdochnite,Audinitas,다부니나이트,タブンネナイト
Metagrossites,Métalossites,Metagrossiti,Metagrossnite,Metagrossitas,메타그로스나이트,メタグロスナイト
Sharpedonites,Sharpedites,Sharpediti,Tohaidonite,Sharpedonitas,샤크니아나이트,サメハダナイト
Slowbronites,Flagadossites,Slowbroiti,Lahmusnite,Slowbronitas,야도란나이트,ヤドランナイト
Steelixites,Steelixites,Steelixiti,Stahlosnite,Steelixitas,강철톤나이트,ハガネールナイト
Pidgeotites,Roucarnagites,Pidgeotiti,Taubossnite,Pidgeotitas,피죤투나이트,ピジョットナイト
Glalitites,Oniglalites,Glaliti,Firnontornite,Glalitas,얼음귀신나이트,オニゴーリナイト
Diancites,Diancites,Dianciti,Diancienite,Diancitas,디안시나이트,ディアンシナイト
Prison Bottles,Vases Scellés,Vasi del vincolo,Banngefäße,Vasijas Castigo,굴레의항아리,いましめのツボ
Mega Cuffs,Méga-Manchettes,Megapolsiere,Mega-Armbänder,Megabrazaletes,메가블레스,メガブレス
Cameruptites,Caméruptites,Cameruptiti,Cameruptnite,Cameruptitas,폭타나이트,バクーダナイト
Lopunnites,Lockpinites,Lopunniti,Schlapornite,Lopunnitas,이어롭나이트,ミミロップナイト
Salamencites,Drattakites,Salamenciti,Brutalandanite,Salamencitas,보만다나이트,ボーマンダナイト
Beedrillites,Dardargnites,Beedrilliti,Bibornite,Beedrillitas,독침붕나이트,スピアナイト
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Key Stones,Gemmes Sésame,Pietrechiave,Schlüssel-Steine,Piedras Activadoras,키스톤,キーストーン
Meteorite Shards,Éclats Météorite,Framm. meteorite,Meteoritenstücke,Fragmentos Meteorito,운석조각,いんせきのかけら
Eon Flutes,Flûtes Éon,Flauti Eone,Äon-Flöten,Flautas Eón,무한의피리,むげんのふえ
Normalium Zs,Normazélites,Normium Z,Normium Z,Normastales Z,노말Z,ノーマルＺ
Firium Zs,Pyrozélites,Pirium Z,Pyrium Z,Pirostales Z,불꽃Z,ホノオＺ
Waterium Zs,Aquazélites,Idrium Z,Aquium Z,Hidrostales Z,물Z,ミズＺ
Electrium Zs,Voltazélites,Electrium Z,Voltium Z,Electrostales Z,전기Z,デンキＺ
Grassium Zs,Florazélites,Herbium Z,Botanium Z,Fitostales Z,풀Z,クサＺ
Icium Zs,Cryozélites,Glacium Z,Glacium Z,Criostales Z,얼음Z,コオリＺ
Fightinium Zs,Combazélites,Luctium Z,Battalium Z,Lizastales Z,격투Z,カクトウＺ
Poisonium Zs,Toxizélites,Venenium Z,Toxium Z,Toxistales Z,독Z,ドクＺ
Groundium Zs,Terrazélites,Terrium Z,Terrium Z,Geostales Z,땅Z,ジメンＺ
Flyinium Zs,Aérozélites,Volantium Z,Aerium Z,Aerostales Z,비행Z,ヒコウＺ
Psychium Zs,Psychézélites,Psichium Z,Psium Z,Psicostales Z,에스퍼Z,エスパーＺ
Buginium Zs,Insectozélites,Insectium Z,Insectium Z,Insectostales Z,벌레Z,ムシＺ
Rockium Zs,Rocazélites,Petrium Z,Petrium Z,Litostales Z,바위Z,イワＺ
Ghostium Zs,Spectrozélites,Spectrium Z,Phantomium Z,Espectrostales Z,고스트Z,ゴーストＺ
Dragonium Zs,Dracozélites,Draconium Z,Dracium Z,Dracostales Z,드래곤Z,ドラゴンＺ
Darkinium Zs,Ténébrozélites,Obscurium Z,Noctium Z,Nictostales Z,악Z,アクＺ
Steelium Zs,Métallozélites,Metallium Z,Metallium Z,Metalostales Z,강철Z,ハガネＺ
Fairium Zs,Nymphézélites,Follectium Z,Sylphium Z,Feeristales Z,페어리Z,フェアリーＺ
Pikanium Zs,Pikazélites,Pikacium Z,Pikachium Z,Pikastales Z,피카츄Z,ピカチュウＺ
Bottle Caps,Capsules d’Argent,Tappi d’argento,Silberkronkorken,Chapas Plateadas,은왕관,ぎんのおうかん
Gold Bottle Caps,Capsules d’Or,Tappi d’oro,Goldkronkorken,Chapas Doradas,금왕관,きんのおうかん
Z-Rings,Bracelets Z,Cerchi Z,Z-Ringe,Pulseras Z,Z링,Ｚリング
Decidium Zs,Archézélites,Deciduenium Z,Silvarronium Z,Dueyestales Z,모크나이퍼Z,ジュナイパーＺ
Incinium Zs,Félinozélites,Incineronium Z,Fuegronium Z,Incinostales Z,어흥염Z,ガオガエンＺ
Primarium Zs,Oratozélites,Primarinium Z,Primarenium Z,Primastales Z,누리레느Z,アシレーヌＺ
Tapunium Zs,Tokozélites,Tapium Z,Kapium Z,Tapistales Z,카푸Z,カプＺ
Marshadium Zs,Marshadozélites,Marshadium Z,Marshadownium Z,Marshastales Z,마샤도Z,マーシャドーＺ
Aloraichium Zs,Aloraïzélites,Aloraicium Z,A-Raichunium Z,Alo-Raistales Z,알로라이Z,アロライＺ
Snorlium Zs,Ronflézélites,Snorlactium Z,Relaxonium Z,Snorlastales Z,잠만보Z,カビゴンＺ
Eevium Zs,Évolizélites,Eevium Z,Evolium Z,Eeveestales Z,이브이Z,イーブイＺ
Mewnium Zs,Mewzélites,Mewnium Z,Mewnium Z,Mewstales Z,뮤Z,ミュウＺ
Normalium Zs,Normazélites,Normium Z,Normium Z,Normastales Z,노말Z,ノーマルＺ
Firium Zs,Pyrozélites,Pirium Z,Pyrium Z,Pirostales Z,불꽃Z,ホノオＺ
Waterium Zs,Aquazélites,Idrium Z,Aquium Z,Hidrostales Z,물Z,ミズＺ
Electrium Zs,Voltazélites,Electrium Z,Voltium Z,Electrostales Z,전기Z,デンキＺ
Grassium Zs,Florazélites,Herbium Z,Botanium Z,Fitostales Z,풀Z,クサＺ
Icium Zs,Cryozélites,Glacium Z,Glacium Z,Criostales Z,얼음Z,コオリＺ
Fightinium Zs,Combazélites,Luctium Z,Battalium Z,Lizastales Z,격투Z,カクトウＺ
Poisonium Zs,Toxizélites,Venenium Z,Toxium Z,Toxistales Z,독Z,ドクＺ
Groundium Zs,Terrazélites,Terrium Z,Terrium Z,Geostales Z,땅Z,ジメンＺ
Flyinium Zs,Aérozélites,Volantium Z,Aerium Z,Aerostales Z,비행Z,ヒコウＺ
Psychium Zs,Psychézélites,Psichium Z,Psium Z,Psicostales Z,에스퍼Z,エスパーＺ
Buginium Zs,Insectozélites,Insectium Z,Insectium Z,Insectostales Z,벌레Z,ムシＺ
Rockium Zs,Rocazélites,Petrium Z,Petrium Z,Litostales Z,바위Z,イワＺ
Ghostium Zs,Spectrozélites,Spectrium Z,Phantomium Z,Espectrostales Z,고스트Z,ゴーストＺ
Dragonium Zs,Dracozélites,Draconium Z,Dracium Z,Dracostales Z,드래곤Z,ドラゴンＺ
Darkinium Zs,Ténébrozélites,Obscurium Z,Noctium Z,Nictostales Z,악Z,アクＺ
Steelium Zs,Métallozélites,Metallium Z,Metallium Z,Metalostales Z,강철Z,ハガネＺ
Fairium Zs,Nymphézélites,Follectium Z,Sylphium Z,Feeristales Z,페어리Z,フェアリーＺ
Pikanium Zs,Pikazélites,Pikacium Z,Pikachium Z,Pikastales Z,피카츄Z,ピカチュウＺ
Decidium Zs,Archézélites,Deciduenium Z,Silvarronium Z,Dueyestales Z,모크나이퍼Z,ジュナイパーＺ
Incinium Zs,Félinozélites,Incineronium Z,Fuegronium Z,Incinostales Z,어흥염Z,ガオガエンＺ
Primarium Zs,Oratozélites,Primarinium Z,Primarenium Z,Primastales Z,누리레느Z,アシレーヌＺ
Tapunium Zs,Tokozélites,Tapium Z,Kapium Z,Tapistales Z,카푸Z,カプＺ
Marshadium Zs,Marshadozélites,Marshadium Z,Marshadownium Z,Marshastales Z,마샤도Z,マーシャドーＺ
Aloraichium Zs,Aloraïzélites,Aloraicium Z,A-Raichunium Z,Alo-Raistales Z,알로라이Z,アロライＺ
Snorlium Zs,Ronflézélites,Snorlactium Z,Relaxonium Z,Snorlastales Z,잠만보Z,カビゴンＺ
Eevium Zs,Évolizélites,Eevium Z,Evolium Z,Eeveestales Z,이브이Z,イーブイＺ
Mewnium Zs,Mewzélites,Mewnium Z,Mewnium Z,Mewstales Z,뮤Z,ミュウＺ
Pikashunium Zs,Pikachazélites,Ashpikacium Z,Ash-Pikachium Z,Ash-Pikastales Z,지우피카Z,サトピカＺ
Pikashunium Zs,Pikachazélites,Ashpikacium Z,Ash-Pikachium Z,Ash-Pikastales Z,지우피카Z,サトピカＺ
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
Forage Bags,Sacs Ingrédients,Portaingredienti,Zutatenbeutel,Zurrones,재료주머니,ざいりょうぶくろ
Fishing Rods,,Ami,Angeln,Cañas,낚싯대,つりざお
Professor’s Masks,Masques du Prof,Maschere Prof.,Masken des Profs,Máscaras Profesor,박사의복면,はかせのふくめん
Festival Tickets,Festickets,Festicket,Festival-Tickets,Festicupones,페스티켓,フェスチケット
Sparkling Stones,Gemmes Lumière,Pietre lucenti,Glitzersteine,Piedras Brillantes,빛나는돌,かがやくいし
Adrenaline Orbs,Orbes Frousse,Fifasfere,Zitterorbs,Nerviosferas,주눅구슬,ビビリだま
Zygarde Cubes,Boîtes Zygarde,Teche Zygarde,Zygarde-Würfel,Arcas de Zygarde,지가르데큐브,ジガルデキューブ
???,,???,???,(?),???,？？？
Ice Stones,Pierres Glace,Pietregelo,Eissteine,Piedras Hielo,얼음의돌,こおりのいし
Ride Pagers,Appel-Montures,Chiamapassaggi,PokéMobil-Funk,Buscamonturas,라이드기어,ライドギア
Beast Balls,Ultra Balls,UC Ball,Ultrabälle,Ente Balls,울트라볼,ウルトラボール
Big Malasadas,Malasadas Maxi,Malasada maxi,Maxi-Malasadas,Malasadas Maxi,큰 말라사다,おおきいマラサダ
Red Nectars,Nectars Rouges,Nettare rosso,Rote Nektare,Néctares Rojos,다홍꿀,くれないのミツ
Yellow Nectars,Nectars Jaunes,Nettare giallo,Gelbe Nektare,Néctares Amarillos,진노랑꿀,やまぶきのミツ
Pink Nectars,Nectars Roses,Nettare rosa,Rosa Nektare,Néctares Rosas,연분홍꿀,うすもものミツ
Purple Nectars,Nectars Mauves,Nettare viola,Purpurne Nektare,Néctares Violetas,보라꿀,むらさきのミツ
Sun Flutes,Flûtes du Soleil,Flauti solari,Sonnenflöten,Flautas Solares,태양의피리,たいようのふえ
Moon Flutes,Flûtes de la Lune,Flauti lunari,Mondflöten,Flautas Lunares,달의피리,つきのふえ
???,,???,???,(?),???,？？？
Enigmatic Cards,Messages Mystère,Lettere segrete,Seltsame Karten,Notas Intrigantes,괴상한카드,あやしいカード
Silver Razz Berries,Baies Framby argentées,Baccalampon argentate,Silberne Himmihbeeren,Bayas Frambu Plateadas,은 라즈열매,ぎんのズリのみ
Golden Razz Berries,Baies Framby dorées,Baccalampon dorate,Goldene Himmihbeeren,Bayas Frambu Doradas,황금 라즈열매,きんのズリのみ
Silver Nanab Berries,Baies Nanab argentées,Baccabana argentate,Silberne Nanabbeeren,Bayas Latano Plateadas,은 나나열매,ぎんのナナのみ
Golden Nanab Berries,Baies Nanab dorées,Baccabana dorate,Goldene Nanabbeeren,Bayas Latano Doradas,황금 나나열매,きんのナナのみ
Silver Pinap Berries,Baies Nanana argentées,Baccananas argentate,Silberne Sananabeeren,Bayas Pinia Plateadas,은 파인열매,ぎんのパイルのみ
Golden Pinap Berries,Baies Nanana dorées,Baccananas dorate,Goldene Sananabeeren,Bayas Pinia Doradas,황금 파인열매,きんのパイルのみ
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
Secret Keys,Clés Secrètes,Chiavi segrete,Geheimschlüssel,Llaves Secretas,비밀의열쇠,ひみつのカギ
S.S. Tickets,Passes Bateau,Biglietti nave,Bootstickets,Tickets del Barco,승선티켓,ふねのチケット
Silph Scopes,Scopes Sylphe,Spettrosonde,Silph Scopes,Visores Silph,실프스코프,シルフスコープ
Parcels,Colis,Pacchi,Pakete,Paquetes,전해줄물건,おとどけもの
Card Keys,Cartes Magnétiques,Apriporta,Schlüsselkarten,Llaves Magnéticas,카드키,カードキー
Gold Teeth,Dentiers en Or,Denti d’oro,Goldene Gebisse,Dentaduras de Oro,금틀니,きんのいれば
Lift Keys,Clés Ascenseur,Chiavi ascensore,Aufzugsschlüssel,Llaves Ascensor,엘리베이터열쇠,エレベータのカギ
Terrain Extenders,Champ’Duits,Fissacampo,Feldbeschichtungen,Cubresuelos,그라운드코트,グランドコート
Protective Pads,Pare-Effets,Smorzaurti,Schutzpolster,Paracontactos,방호패드,ぼうごパット
Electric Seeds,Graines Électrik,Elettrosemi,Elektro-Samen,Semillas Electro,일렉트릭시드,エレキシード
Psychic Seeds,Graines Psychiques,Psicosemi,Psycho-Samen,Semillas Psique,사이코시드,サイコシード
Misty Seeds,Graines Brume,Nebbiasemi,Nebel-Samen,Semillas Bruma,미스트시드,ミストシード
Grassy Seeds,Graines Herbe,Erbasemi,Gras-Samen,Semillas Hierba,그래스시드,グラスシード
Stretchy Springs,Ressorts Détendus,Molle elastiche,Spiralfedern,Muelles Estirados,늘어난용수철,のびたバネ
Chalky Stones,Craies,Gessetti,Kreidesteine,Tizas,초크돌,チョークいし
Marbles,Billes,Biglie,Glasmurmeln,Canicas,유리구슬,ビーだま
Lone Earrings,Boucles d’Oreille,Orecchini,Ohrringe,Pendientes,한쪽귀고리,かたっぽピアス
Beach Glass,Galets de Verre,Vetri marini,Strandscherben,Cristales Marinos,바닷가유리,うみべのガラス
Gold Leaves,Feuilles Dorées,Fogliadoro,Goldblätter,Hojas de Oro,금빛잎사귀,きんのはっぱ
Silver Leaves,Feuilles Argentées,Fogliargento,Silberblätter,Hojas de Plata,은빛잎사귀,ぎんのはっぱ
Polished Mud Balls,Boulettes de Boue,Palline di fango,Glanzkugeln,Bolas de Arcilla,반짝반짝경단,ピカピカだんご
Tropical Shells,Coquilles du Sud,Tropiconchiglie,Tropenmuscheln,Conchas Tropicales,트로피컬조개껍질,なんごくかいがら
Leaf Letters,Lettres Végétales,Foglialettere,Blattbriefe,Hojas Escritas,나뭇잎편지,このはのおてがみ
Leaf Letters,Lettres Végétales,Foglialettere,Blattbriefe,Hojas Escritas,나뭇잎편지,このはのおてがみ
Small Bouquets,Petits Bouquets,Bouquet,Ministräuße,Ramos Pequeños,작은꽃다발,ちいさなはなたば
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
???,,???,???,(?),???,？？？
Lures,Parfums,Profumi invito,Lockparfüme,Colonias,벌레유인코롱,むしよせコロン
Super Lures,Super Parfums,Superprofumi,Super-Lockparfüme,Supercolonias,실버코롱,シルバーコロン
Max Lures,Parfums Max,Profumi Max,Top-Lockparfüme,Colonias Máximas,골드코롱,ゴールドコロン
Pewter Crunchies,Crok’Argenta,Plumbeosalatini,Marmoria-Kräcker,Rokikos,회색강정,ニビあられ
Fighting Memories,ROM Combat,ROM Lotta,Kampf-Discs,Discos Lucha,파이팅메모리,ファイトメモリ
Flying Memories,ROM Vol,ROM Volante,Flug-Discs,Discos Volador,플라잉메모리,フライングメモリ
Poison Memories,ROM Poison,ROM Veleno,Gift-Discs,Discos Veneno,포이즌메모리,ポイズンメモリ
Ground Memories,ROM Sol,ROM Terra,Boden-Discs,Discos Tierra,그라운드메모리,グラウンドメモリ
Rock Memories,ROM Roche,ROM Roccia,Gesteins-Discs,Discos Roca,락메모리,ロックメモリ
Bug Memories,ROM Insecte,ROM Coleottero,Käfer-Discs,Discos Bicho,버그메모리,バグメモリ
Ghost Memories,ROM Spectre,ROM Spettro,Geister-Discs,Discos Fantasma,고스트메모리,ゴーストメモリ
Steel Memories,ROM Acier,ROM Acciaio,Stahl-Discs,Discos Acero,스틸메모리,スチールメモリ
Fire Memories,ROM Feu,ROM Fuoco,Feuer-Discs,Discos Fuego,파이어메모리,ファイヤーメモリ
Water Memories,ROM Eau,ROM Acqua,Wasser-Discs,Discos Agua,워터메모리,ウオーターメモリ
Grass Memories,ROM Plante,ROM Erba,Pflanzen-Discs,Discos Planta,그래스메모리,グラスメモリ
Electric Memories,ROM Électrik,ROM Elettro,Elektro-Discs,Discos Eléctrico,일렉트릭메모리,エレクトロメモリ
Psychic Memories,ROM Psy,ROM Psico,Psycho-Discs,Discos Psíquico,사이킥메모리,サイキックメモリ
Ice Memories,ROM Glace,ROM Ghiaccio,Eis-Discs,Discos Hielo,아이스메모리,アイスメモリ
Dragon Memories,ROM Dragon,ROM Drago,Drachen-Discs,Discos Dragón,드래곤메모리,ドラゴンメモリ
Dark Memories,ROM Ténèbres,ROM Buio,Unlicht-Discs,Discos Siniestro,다크메모리,ダークメモリ
Fairy Memories,ROM Fée,ROM Folletto,Feen-Discs,Discos Hada,페어리메모리,フェアリーメモリ
TMXX,Filet Frit,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,Œuf,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,Tortilla,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,Tofu,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,Riz,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,Nouilles,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,Plume Ball,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
